index;name;artist;release_date;length;popularity;danceability;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;speechiness;tempo;time_signature;valence
4478;Stealin';Uriah Heep;1973;4.81955;46;328;0.000896;328;486;0.00731;7;0.14;-12.154;0.0406;117.81;4;0.0652
4479;Ghostbusters;Various Artists;1984;4.093333333;1;787;0.0192;787;588;0.0205;6;347;-14.228;0.0355;115.513;4;803
4480;Let Us Hear Your Voice;Pennywise;2012;3.734433333;48;508;0.000112;508;985;204;1;0.0918;-3.721;0.0995;122.49;4;572
4481;Spin the Black Circle - Remastered;Pearl Jam;1994;2.79355;49;236;0.00063;236;0.99;0.0586;2;407;-4.719;95;217.913;4;141
4482;Heaven Is in the Back Seat of My Cadillac;Hot Chocolate;1976;5.165333333;34;859;455;859;623;0.000522;2;166;-6.872;0.0409;111.876;4;839
4483;Sk8er Boi;Avril Lavigne;2002;3.4;76;487;6.79E-05;487;0.9;0;0;358;-4.417;0.0482;149.937;4;484
4484;Does Anybody Really Know What Time It Is?;Chicago;1975;3.368883333;51;564;645;564;455;3.05E-06;0;0.0915;-11.615;0.0369;117.792;4;697
4485;Suzie Sunshine;Buffalo;1972;2.898;10;433;0.0119;433;872;0.00125;7;639;-6.977;0.0715;131.653;4;539
4486;High Enough;Damn Yankees;1990;4.788666667;60;273;0.0241;273;537;0;2;0.0922;-9.612;0.0306;81.814;4;232
4487;Take It Away;The Used;2004;3.632433333;46;275;0.000288;275;893;0;4;236;-5.415;387;176.109;4;236
4488;Better;The Screaming Jets;1991;4.62;50;0.52;0.000337;0.52;636;0;2;0.0542;-10.156;0.0461;101.394;4;387
4489;I'm Bad, I'm Nationwide;ZZ Top;1992;4.774883333;47;429;451;429;627;0.00031;7;0.13;-9.581;0.0389;205.642;4;912
4490;Brontosaurus;The Move;1970;4.48355;24;208;0.000168;208;655;1.16E-06;2;0.0984;-8.338;0.0368;75.722;4;623
4491;Minerva;Deftones;2003;4.296883333;58;349;0.000152;349;934;623;3;281;-5.518;0.0644;124.055;4;0.0788
4492;One Day at a Time;Lynyrd Skynyrd;2012;3.770216667;37;472;0.000389;472;856;832;6;369;-4.549;0.0302;75.94;4;543
4493;Locomotion;Kylie Minogue;1987;3.216666667;40;658;552;658;947;297;3;123;-7.878;0.0331;131.604;4;961
4494;Down the Dustpipe;Status Quo;1970;2.040883333;28;662;507;662;521;0.000713;7;105;-9.615;0.0459;157.249;4;667
4495;Blowin' Free;Wishbone Ash;1972;5.3171;43;425;0.00205;425;521;0.0108;2;0.0981;-8.931;0.0339;134.418;4;0.15
4496;Chinatown;Thin Lizzy;1980;4.716666667;41;229;0.00655;229;851;729;4;0.73;-10.777;0.0678;152.407;4;567
4497;Sunset Grill;Don Henley;1984;6.316666667;43;557;0.0796;557;577;2.31E-05;8;0.0604;-12.175;27;91.877;4;445
4498;Angel;Jimi Hendrix;1997;4.381333333;44;0.39;186;0.39;691;0.0161;8;173;-9.278;0.0619;133.958;4;348
4499;10 A.M. Automatic;The Black Keys;2004;2.98555;48;497;597;497;944;119;0;0.0376;-3.31;103;122.582;4;511
4500;9 to 5;Dolly Parton;1980;2.707766667;76;554;416;554;783;1.54E-06;6;631;-5.852;0.0457;105.39;4;813
4501;Holocene;Bon Iver;2011;5.610216667;70;375;943;375;304;303;1;126;-14.52;0.0302;147.989;4;147
4502;Rock Me;Great White;1987;7.316666667;52;557;159;557;415;0.0733;6;112;-14.008;0.0406;140.722;4;133
4503;New York Groove;Hello;2001;2.756433333;40;745;0.0101;745;557;0;5;0.0977;-12.645;215;94.164;4;789
4504;Long Way Down;The Goo Goo Dolls;1995;3.4751;48;326;0.00105;326;926;0;11;0.15;-6.033;104;168.49;4;462
4505;Twice As Hard;The Black Crowes;1990;4.158883333;56;376;0.11;376;851;0.000124;0;277;-3.535;0.0459;173.119;4;487
4506;Spread Your Wings - Remastered 2011;Queen;1977;4.570433333;58;395;0.29;395;656;2.72E-05;9;0.0624;-6.462;0.0329;174.782;4;487
4507;Rollover D.J.;Jet;2003;3.276666667;42;489;0.000309;489;918;8.59E-06;0;102;-3.762;0.0513;133.554;4;0.63
4508;Thirty-Three - Remastered 2012;The Smashing Pumpkins;1995;4.17155;53;607;0.000968;607;333;0.4;6;151;-12.717;0.0324;126.619;4;0.0802
4509;Downhearted - Remastered;Australian Crawl;1980;3.15;51;643;414;643;711;0;2;229;-6.77;0.0277;122.737;4;411
4510;MakeDamnSure;Taking Back Sunday;2006;3.471333333;67;553;0.00941;553;837;0;6;372;-5.608;0.0452;140.495;4;432
4511;Make It Stop (September's Children);Rise Against;2011;3.9131;60;407;0.000578;407;975;1.42E-05;1;112;-3.176;0.0779;154.486;4;564
4512;Reflections;Diana Ross & The Supremes;1968;2.83155;51;687;273;687;0.45;0;1;0.0694;-10.379;0.0258;99.832;4;752
4513;Rock n' Roll Is a Vicious Game - Live;April Wine;2010;4.153333333;13;367;0.0229;367;673;0.00177;7;751;-7.675;0.0373;76.956;4;249
4514;Lucky;Seven Mary Three;2010;4.206433333;38;412;614;412;402;6.66E-06;11;685;-9.477;0.0428;80.55;4;232
4515;Carnival of Rust;Poets of the Fall;2006;4.382433333;56;492;225;492;0.59;2.79E-05;5;0.0973;-4.593;0.0239;91.018;4;124
4516;Immigration Man;Crosby & Nash;1972;2.981766667;37;491;0.25;491;887;0;7;221;-7.433;0.0449;87.998;4;694
4517;See the Light;The Jeff Healey Band;1988;4.448883333;30;413;111;413;971;0.000145;7;332;-5.746;125;111.938;4;294
4518;I'll Take The Rain;R.E.M.;2001;5.857766667;42;215;304;215;566;0.00168;9;267;-5.341;0.0274;167.531;4;225
4519;A Long December;Counting Crows;1996;4.917766667;62;388;472;388;579;0.00055;5;219;-6.983;0.0286;70.662;4;381
4520;Freya;The Sword;2006;4.573333333;50;354;4.64E-05;354;867;404;5;0.0748;-5.078;0.0362;93.389;4;436
4521;I'm Now;Mudhoney;2008;2.681333333;29;454;0.0011;454;862;7.54E-05;0;0.0581;-5.882;56;145.028;4;769
4522;Saturday Night - 2011 Remastered;Cold Chisel;2011;4.35695;46;624;206;624;563;1.32E-06;5;0.35;-5.791;0.0286;91.499;4;465
4523;Running Away;Hoobastank;2001;2.974;50;608;0.0011;608;801;8.11E-06;9;223;-5.452;0.0376;100.25;3;544
4524;To the Moon & Back;Savage Garden;1997;5.684433333;63;584;0.0205;584;0.76;7.25E-06;0;0.1;-7.369;0.0359;104.101;4;325
4525;The Witch;The Sonics;2011;2.644666667;42;0.49;227;0.49;651;0.000981;7;0.13;-12.212;0.0293;81.493;4;718
4526;The Devil Takes Care of His Own;Band Of Skulls;2012;3.08;26;451;0.0309;451;0.62;1.15E-05;2;0.0661;-6.507;0.0473;78.536;4;668
4527;She Works Hard For The Money;Donna Summer;1983;5.347333333;59;758;0.00486;758;638;0.0141;8;0.0938;-13.01;0.0378;136.502;4;984
4528;If You Know What I Mean - Live At The Greek Theatre, 1976;Neil Diamond;1977;4.177766667;14;344;721;344;421;2.90E-05;2;972;-12.561;0.0363;136.058;4;372
4529;Indestructible;Disturbed;2008;4.633766667;71;429;0.000209;429;966;124;8;371;-4.605;0.0733;179.956;4;525
4530;Tube Snake Boogie;ZZ Top;1981;3.063333333;45;577;0.00422;577;648;0.0331;9;101;-12.183;0.0383;150.435;4;967
4531;Our Truth;Lacuna Coil;2006;4.051766667;52;506;0.000114;506;724;628;0;151;-7.086;0.0281;102.037;4;0.0697
4532;Oh Yeah;Chickenfoot;2009;4.89955;41;459;5.58E-05;459;0.8;0.000795;2;148;-4.151;0.0285;95.229;4;332
4533;Shoot the Runner;Kasabian;2004;3.456216667;44;512;0.00053;512;782;0.0178;7;315;-4.164;0.0894;131.168;4;521
4534;Only The Lonely - Remastered 1999;The Motels;1982;3.27;51;649;0.0503;649;313;0.0017;8;0.0864;-16.631;0.0339;115.493;4;708
4535;Send Me An Angel;Real Life;1983;3.942433333;56;605;0.0714;605;926;2.18E-05;7;0.0953;-4.831;0.0372;129.844;4;0.49
4536;What the Hell;Avril Lavigne;2011;3.6771;0;571;0.00448;571;932;0.00939;6;117;-3.68;0.0576;150.014;4;864
4537;Heart of the City;Nick Lowe;2008;2.13;22;444;0.000784;444;903;0.000104;9;0.0566;-9.712;0.0649;87.908;4;719
4538;Hollywood;Streetheart;1979;3.312866667;24;545;9.96E-05;545;895;117;6;141;-4.961;0.0537;124.405;4;819
4539;Look at Little Sister;Stevie Ray Vaughan;2002;3.12555;48;481;0.0142;481;0.88;0.0417;8;0.0961;-7.519;0.0453;111.871;4;747
4540;Greed;Godsmack;2007;3.470666667;50;518;1.65E-05;518;744;2.38E-05;10;147;-6.312;0.0428;102.887;4;679
4541;3's & 7's;Queens of the Stone Age;2007;3.567766667;56;443;0.0711;443;988;22;1;384;-3.878;104;131.326;4;513
4542;Galileo;Indigo Girls;1992;4.216;50;0.49;708;0.49;701;0;5;119;-7.94;0.0394;102.504;4;785
4543;Narcissistic Cannibal (feat. Skrillex & Kill the Noise);Korn;2011;3.178433333;61;519;0.000456;519;892;0.000525;11;572;-5.285;113;174.027;4;559
4544;The Promise;When In Rome;1988;3.682666667;64;629;0.0864;629;876;7.72E-05;0;0.0431;-10.141;0.0444;118.01;4;358
4545;Crime Of The Century - Remastered;Supertramp;1974;5.549866667;50;404;0.0978;404;417;249;9;0.0663;-14.33;0.0468;123.44;3;233
4546;Green-Tinted Sixties Mind - 2010 Remastered Version;Mr. Big;1991;3.506883333;44;448;0.0212;448;767;2.57E-05;4;234;-6.391;0.0315;106.365;4;254
4547;Free Your Mind;En Vogue;1992;4.885083333;55;765;0.0894;765;831;0;7;393;-6.522;0.0565;100.026;4;809
4548;Street Of Dreams;Rainbow;1983;4.4251;47;555;0.00199;555;648;3.83E-06;6;0.0597;-8.791;0.0286;119.848;4;659
4549;The Denial Twist;The White Stripes;2005;2.596216667;40;523;331;523;756;0;10;132;-7.973;162;90.015;4;734
4550;Florida Sunshine;Afa;2006;3.486883333;5;304;0.000462;304;934;1.54E-06;5;319;-1.845;0.0541;138.586;4;506
4551;In My Time of Dying - 1990 Remaster;Led Zeppelin;1975;11.09333333;51;0.33;137;0.33;843;0.00586;2;199;-10.221;0.0581;101.855;4;474
4552;Tokyo (Vampires & Wolves);The Wombats;2011;3.758766667;60;457;0.000913;457;911;0;0;0.37;-5.52;75;146.394;4;572
4553;Brianstorm;Arctic Monkeys;2007;2.8811;68;0.42;8.15E-05;0.42;974;0.00155;1;0.0871;-4.706;191;165.182;4;463
4554;We Belong;Pat Benatar;1984;3.68555;67;706;528;706;322;2.37E-06;5;576;-14.108;0.0467;135.154;4;305
4555;Sky Pilot;Eric Burdon & the Animals;1968;7.3971;42;405;0.0899;405;421;0.000696;10;136;-14.525;0.0506;111.322;4;394
4556;Being For The Benefit Of Mr. Kite! - Remastered 2009;The Beatles;1967;2.62555;51;526;338;526;413;0;0;0.0992;-9.865;0.0446;111.874;4;0.71
4557;Love Rears Its Ugly Head;Living Colour;1990;4.324433333;49;615;0.0558;615;477;6.25E-05;2;231;-8.816;92;156.008;4;731
4558;Mandolin Wind;Rod Stewart;1971;5.609333333;50;349;785;349;494;0.0655;4;66;-11.825;0.0342;157.777;4;342
4559;Hard to Be Human Again;Mekons;1985;3.980216667;16;509;2.62E-05;509;861;0.00908;4;353;-8.331;0.0464;153.735;4;911
4560;Do You Remember Rock 'n' Roll Radio? - 2002 Remaster;Ramones;1980;3.824433333;49;302;445;302;961;0.00268;7;823;-5.619;116;152.366;4;659
4561;Day of the Eagle - 2007 Remaster;Robin Trower;1974;5.0431;44;393;0.00555;393;773;0.0459;6;317;-7.922;36;131.749;4;561
4562;These Days;Powderfinger;2000;4.97555;60;0.15;0.0398;0.15;454;0.0186;9;158;-7.635;0.0343;83.746;4;105
4563;So Happy;Theory of a Deadman;2008;4.197333333;43;462;0.00116;462;0.95;0;11;268;-3.94;0.0705;134.089;4;252
4564;Monster Love - Goldfrapp vs. Spiritualized;Goldfrapp;2008;5.6171;7;0.0889;0.0428;0.0889;674;0.00387;10;0.0653;-5.585;0.0362;85.848;4;0.0377
4565;Dancing On The Ceiling;Lionel Richie;1986;4.512;69;698;0.12;698;774;2.26E-06;0;394;-8.642;48;133.197;4;731
4566;Along Came Jones;The Coasters;2006;2.96755;31;771;504;771;758;0;9;109;-6.013;0.3;104.684;4;758
4567;Silver Springs - 2004 Remaster;Fleetwood Mac;1977;4.8131;55;348;0.00766;348;576;0.0462;0;276;-8.388;0.0289;179.014;4;428
4568;Empty Spaces;Pink Floyd;1979;2.1305;55;501;187;501;338;862;11;514;-19.12;0.0397;95.942;4;105
4569;Fade;Staind;2001;4.043333333;42;471;0.00209;471;846;0.0369;1;126;-3.632;0.0416;116.469;4;255
4570;Little Pills;Devilskin;2014;3.3071;43;596;0.000531;596;796;0;6;189;-4.345;0.0475;105.996;4;0.77
4571;Promises, Promises;Incubus;2011;4.432666667;51;0.59;0.0194;0.59;711;0;0;122;-7.589;0.0247;143.937;4;847
4572;As Tears Go By;Marianne Faithfull;2018;2.632;36;517;362;517;527;1.80E-05;0;413;-10.667;0.0296;127.697;4;812
4573;Found Out About You;Gin Blossoms;1992;3.89;55;539;0.00224;539;826;0.0451;7;0.0832;-8.037;0.0276;134.718;4;669
4574;There's Only One Way To Rock;Sammy Hagar;1981;4.254433333;50;432;0.00944;432;804;0.000339;6;381;-11.243;48;153.362;4;508
4575;Leech;Eve 6;1998;3.976666667;34;553;0.00076;553;686;6.54E-06;2;107;-7.28;0.0293;106.98;4;425
4576;Computer Games;Mi-Sex;1979;3.88555;43;655;0.0187;655;755;0.00108;5;0.0973;-9.802;0.0272;117.686;4;674
4577;Rock Steady (Made Famous by Bryan Adams & Bonnie Raitt);The Rock Heroes;2010;3.91545;0;0.61;365;0.61;725;0.95;5;135;-12.695;0.0317;113.648;4;883
4578;Caravan;Rush;2012;5.663333333;40;0.51;0.000582;0.51;917;0.0038;9;697;-5.469;0.0439;126.789;4;522
4579;Stuck Inside of Mobile with the Memphis Blues Again;Bob Dylan;1966;7.0611;46;465;301;465;747;0;9;0.12;-9.882;0.0473;135.526;4;628
4580;Take Me Back;Bryan Adams;1983;4.698433333;38;664;0.0156;664;476;9.23E-06;0;0.0641;-17.171;0.0289;110.733;4;684
4581;You Got It;Roy Orbison;1989;3.504433333;69;649;596;649;618;1.46E-06;9;192;-10.728;0.0265;114.688;4;667
4582;Bring Me Some Water;Melissa Etheridge;1988;3.883333333;50;685;0.0165;685;566;1.20E-06;2;107;-13.726;0.0379;125.678;4;674
4583;Ready for Love - 2015 Remaster;Bad Company;1974;4.9971;49;566;514;566;521;0.000288;7;116;-11.824;0.0321;129.167;4;468
4584;Jammin' Me;Tom Petty and the Heartbreakers;1987;4.15155;44;689;0.0325;689;732;4.08E-05;9;303;-11.391;0.0294;123.479;4;938
4585;With A Girl Like You;The Troggs;1966;2.14155;49;0.65;497;0.65;0.68;6.77E-05;7;186;-11.057;0.0485;113.925;4;604
4586;Rock And Roll Music - Remastered 2009;The Beatles;1964;2.521333333;51;457;566;457;917;0;9;333;-6.213;0.0441;167.092;4;965
4587;The Crunge - Remaster;Led Zeppelin;1973;3.295066667;44;531;132;531;798;0;2;356;-8.514;148;112.609;5;852
4588;I Don't Want A Lover;Texas;1989;5.01;60;756;196;756;0.47;0.000487;7;126;-12.615;0.0394;120.484;4;0.43
4589;Übers Ende der Welt - Single Version;Tokio Hotel;2007;3.556883333;34;0.49;15;0.49;0.95;0;3;278;-3.923;0.0617;140.012;4;547
4590;I Love the Night;Blue Öyster Cult;1977;4.398666667;38;487;0.00109;487;488;0.000671;0;541;-11.418;0.0262;134.62;4;183
4591;Fly from the Inside;Shinedown;2003;3.919333333;57;482;3.51E-05;482;916;0.000588;5;0.0474;-4.557;0.0473;96.101;4;385
4592;Lonely Ol' Night;John Mellencamp;1985;3.752883333;46;634;0.00453;634;886;0.00892;9;0.0397;-3.988;0.0329;126.558;4;756
4593;We Got The Beat;The Go-Go's;1981;2.552216667;60;587;155;587;994;0.0734;2;0.0319;-5.61;45;151.941;4;481
4594;The Answer;Villainy;2012;4.179566667;17;464;2.92E-05;464;934;299;11;127;-6.092;0.0837;147.04;4;445
4595;What About Me?;Moving Pictures;1981;3.616883333;41;631;628;631;392;0;7;145;-10.229;29;126.532;4;191
4596;Remember;Disturbed;2002;4.140433333;51;421;0.00281;421;878;1.23E-05;1;0.0589;-3.545;0.0799;164.161;4;517
4597;Because the Night - Live Unplugged;10,000 Maniacs;1993;3.722883333;61;408;0.26;408;0.79;0.00027;11;765;-8.138;103;122.624;4;347
4598;I Want You;Bob Dylan;1966;3.086666667;60;508;0.36;508;0.68;0;5;0.0824;-8.354;0.0373;99.905;4;792
4599;I Go to Sleep - 2006 Remaster;Pretenders;1981;2.946433333;49;559;816;559;365;0.000494;6;123;-8.519;0.0275;153.485;3;213
4600;Leather and Lace - Stevie Nicks and Don Henley;Players Since Creation;2014;3.710216667;4;654;0.72;654;526;0;3;0.0927;-6.678;0.0284;76.988;4;0.41
4601;Hey, Little Girl;ICEHOUSE;1982;4.4111;52;736;151;736;891;516;9;0.0871;-5.828;0.0328;135.532;4;868
4602;20th Century Man;The Kinks;1971;5.989266667;30;482;328;482;446;0.0356;2;0.0989;-15.325;0.0368;141.787;4;689
4603;All Around Me;Flyleaf;2005;3.307766667;49;472;0.0257;472;0.88;0;9;0.0506;-4.925;0.0519;146.929;4;0.5
4604;Similar Features;Melissa Etheridge;1988;4.68955;38;495;399;495;461;0;11;0.0606;-14.538;0.0415;207.005;4;426
4605;Misery Business;Paramore;2007;3.525333333;73;517;0.00272;517;906;9.26E-06;1;113;-3.677;0.0735;172.977;4;731
4606;Rock This Town;Stray Cats;1982;3.45;49;254;104;254;853;0;2;242;-10.218;0.0517;201.952;4;711
4607;People Get Ready;Jeff Beck;1985;4.878216667;54;502;437;502;352;5.84E-05;2;293;-14.362;0.0276;143.685;4;358
4608;Coz I Luv You;Slade;1973;3.4271;43;436;145;436;0.72;0.000296;2;0.0937;-4.706;109;126.4;4;897
4609;Give It to Me;The J. Geils Band;1973;6.5011;44;601;475;601;531;229;0;58;-13.784;0.0431;117.676;4;818
4610;My Friends Over You;New Found Glory;2002;3.67;65;404;0.000193;404;0.98;0;2;0.0742;-4.038;107;177.793;4;433
4611;All Down The Line;The Rolling Stones;1972;3.824883333;42;519;0.39;519;973;978;7;784;-3.044;0.0562;140.221;4;822
4612;Third Stone From The Sun;Jimi Hendrix;1967;6.737766667;48;307;0.0209;307;756;758;11;353;-8.119;0.0493;114.843;4;417
4613;Amongster;POLIÇA;2012;3.992666667;27;0.22;0.0115;0.22;0.66;373;0;468;-7.715;35;77.299;4;125
4614;You Never Can Tell;Chuck Berry;1964;2.698433333;70;525;731;525;852;5.11E-05;7;218;-9.519;222;157.404;4;884
4615;Sunshine Highway;Dropkick Murphys;2005;3.366666667;42;328;0.000836;328;934;0;7;777;-2.129;0.0467;76.252;4;715
4616;The Heart Of Rock And Roll;Huey Lewis & The News;2013;5.082;56;594;0.0316;594;756;0.000102;10;222;-8.82;0.0379;143.301;4;956
4617;Rush You;Baby Animals;1991;4.184433333;24;543;0.0096;543;757;5.25E-06;8;0.0778;-9.928;0.0374;116.54;4;428
4618;All I Need Is A Miracle;Mike & The Mechanics;1985;4.163766667;52;612;0.0967;612;876;4.41E-05;0;0.0764;-7.836;0.0339;135.106;4;971
4619;Bodhisattva;Steely Dan;1973;5.283333333;47;539;133;539;778;0.0135;0;27;-11.233;0.0442;109.865;4;813
4620;Anthem of Our Dying Day;Story Of The Year;2003;3.600433333;55;388;0.0211;388;0.8;0;9;212;-6.33;0.0783;194.744;3;357
4621;Sexx Laws;Beck;1999;3.654;51;646;15;646;914;1.32E-05;4;102;-4.071;0.0448;134.035;4;849
4622;The Warrior (feat. Patty Smyth);Scandal;1984;4.013766667;57;606;89;606;777;0;2;321;-11.034;0.0347;123.077;4;859
4623;Show Me What I'm Looking For;Carolina Liar;2008;4.007766667;60;449;0.0133;449;864;1.31E-06;9;0.0984;-1.159;0.0378;105.121;4;355
4624;Capital G;Nine Inch Nails;2007;3.827766667;34;344;29;344;894;2.12E-06;7;94;-3.772;149;163.396;4;681
4625;I Gotsta Get Paid;ZZ Top;2012;4.052666667;51;542;52;542;941;0.000191;7;56;-2.225;0.0621;82.371;4;445
4626;Get It While You Can;Janis Joplin;1971;3.39;44;0.39;0.58;0.39;443;0.000184;5;125;-9.629;0.0298;147.016;3;344
4627;Stitches;Orgy;1998;3.309333333;47;462;0.000674;462;915;163;10;145;-5.733;0.0697;97.325;4;615
4628;Harley & Rose;The Black Sorrows;1990;3.913333333;53;641;92;641;0.63;1.66E-05;7;178;-15.264;0.0404;103.91;4;562
4629;Sail Away To Avalon;Ayreon;1995;4.038216667;19;0.25;0.000897;0.25;643;0.000395;4;292;-9.411;34;171.94;4;285
4630;Land of Hopes and Dreams;The Hit Co.;2006;4.749733333;0;599;0.0103;599;585;0.00031;10;188;-12.894;0.0288;108.985;4;583
4631;Burn for You;John Farnham;1990;3.548883333;45;547;896;547;132;0;8;0.0981;-15.204;0.0303;97.136;4;0.33
4632;Tattoo;Van Halen;2012;4.717333333;37;497;0.00929;497;886;9.77E-05;2;198;-3.314;0.0435;100.118;4;508
4633;Looking For A Place To Happen - Remix;The Tragically Hip;2005;4.536216667;32;0.57;1.13E-05;0.57;784;0.0195;2;345;-4.052;29;125.841;4;547
4634;Becoming the Bull;Atreyu;2007;3.676666667;55;488;0.000435;488;936;1.00E-05;1;106;-3.431;0.0699;95.009;4;398
4635;Good Golly Miss Molly;Creedence Clearwater Revival;1969;2.69755;52;566;0.18;566;765;0.0133;10;136;-7.551;0.0323;75.008;4;969
4636;Blue Money - 1999 Remaster;Van Morrison;1970;3.801766667;30;665;787;665;0.46;0.0015;2;0.0601;-14.902;41;153.971;4;819
4637;Hole In My Shoe;Traffic;1967;3.0211;37;493;406;493;721;2.93E-05;11;0.0713;-8.795;0.0368;101.666;4;334
4638;Dark Star;Crosby, Stills & Nash;1977;4.761766667;54;663;442;663;491;0.00207;9;105;-15.126;0.0633;100.626;4;645
4639;Fire on the Mountain - 2013 Remaster;Grateful Dead;1978;3.816816667;55;788;528;788;461;2.69E-05;1;0.0886;-11.704;0.0556;76.669;1;906
4640;I Like It;Foxy Shazam;2012;2.80155;33;517;0.000142;517;982;0.000234;1;212;-1.49;0.0485;97.988;4;831
4641;Tip Of My Tongue;Diesel;1992;4.244;58;658;0.0175;658;0.67;0.0235;4;0.0867;-10.092;0.0315;97.93;4;846
4642;Twisting the Night Away;Audio Idols;2012;3.275783333;0;385;0.000737;385;662;0.0147;2;0.0957;-8.368;0.0516;136.591;4;707
4643;One Million Ways - Single Version;The Adults;2012;3.371666667;2;517;6.44E-05;517;739;8.37E-05;0;428;-5.426;0.0309;119.961;4;569
4644;Cat's in the Cradle;Harry Chapin;1974;3.71585;65;489;233;489;577;0;10;123;-9.765;42;78.112;4;519
4645;99 Red Balloons;Nena;1984;3.844433333;52;709;0.0689;709;0.49;0;4;114;-6.935;0.0526;96.985;4;566
4646;Telstar;The Tornadoes;2014;3.3367;14;209;0.00146;209;778;817;9;107;-7.147;0.0422;145.628;4;619
4647;The Bird and the Worm;The Used;2007;3.750666667;59;299;0.0742;299;933;1.21E-05;6;0.0723;-6.874;0.17;180.092;3;205
4648;Electric Avenue (Made Famous by Eddie Grant);Cardio Workout Crew;2011;3.307266667;10;0.91;0.0134;0.91;622;3.03E-06;9;0.0288;-6.904;0.0799;121.568;4;915
4649;Bicycle Race - Remastered 2011;Queen;1978;3.01355;54;429;0.0637;429;669;0;0;0.0955;-6.446;0.0783;82.725;4;611
4650;Hand in My Pocket - 2015 Remaster;Alanis Morissette;1995;3.700216667;66;657;135;657;655;0.00303;0;102;-8.3;0.0248;92.259;4;668
4651;Feel Like I Do;Drowning Pool;2010;3.552216667;39;378;0.000347;378;989;0;9;0.32;-3.256;118;180.04;4;457
4652;Have You Seen Your Mother, Baby, Standing In The Shadow? - Mono Version;The Rolling Stones;1967;2.566666667;39;373;283;373;834;769;7;235;-5.49;0.0366;100.54;4;486
4653;Good Lovin' - 2013 Remaster;Grateful Dead;1978;4.8557;46;699;0.16;699;635;0.0218;0;161;-10.654;0.0387;159.573;4;945
4654;Into The Ocean;Blue October;2007;3.993333333;39;752;288;752;0.61;0;0;133;-6.437;0.0328;108.023;4;359
4655;Oildale (Leave Me Alone);Korn;2010;4.718216667;43;0.3;0.00144;0.3;978;0.00768;7;375;-4.193;132;142.378;4;179
4656;Diamonds on the Soles of Her Shoes;Paul Simon;1986;5.821333333;64;791;776;791;677;0.00121;5;224;-9.724;0.0356;110.64;4;876
4657;Born to Be Alive;Patrick Hernandez;1978;3.13555;67;704;0.0846;704;867;0;2;206;-5.808;0.0315;131.467;4;809
4658;Trapped Again;Southside Johnny And The Asbury Jukes;1976;4.2651;31;599;0.0651;599;751;27;7;0.16;-10.693;0.0466;115.436;4;793
4659;Cathy's Clown;You Am I;1995;2.417766667;37;419;1.95E-05;419;927;0.000287;6;0.0777;-8.815;0.0813;139.619;4;561
4660;Dizzy Miss Lizzy - Remastered 2009;The Beatles;1965;2.941766667;48;373;116;373;934;0.00445;9;0.0962;-6.753;0.0591;136.037;4;918
4661;Since I Don't Have You;Various Artists;2013;2.6475;48;304;587;304;598;0.000681;6;0.29;-4.212;0.0302;71.782;4;683
4662;Ten Thousand Fists;Disturbed;2005;3.534;64;0.54;2.55E-05;0.54;977;0.0553;1;0.0533;-3.409;0.0878;106.911;4;211
4663;Sweet Disposition;The Temper Trap;2009;3.906;70;542;0.0765;542;813;252;2;116;-6.89;0.0429;129.09;4;305
4664;Prison Sex;TOOL;1993;4.938666667;59;0.49;0.000288;0.49;0.78;0.0197;11;108;-8.535;131;108.138;4;388
4665;Don't Stop;Chilliwack;1984;4.058216667;24;774;411;774;534;0;7;0.0408;-20.017;0.0315;116.335;4;913
